ID,Topic,Sentiment,Text,Timestamp,IngestedAt,TextLength
11303,TomClancysRainbowSix,Negative,"@Rainbow6Game @Ubisoft why do I keep getting the dodgy sound issue. Like drones won’t make sound, I can’t hear enemy footsteps, enemy gunfire sounds like it’s coming from one direction when it’s another. The only way to fix it temporarily is to hard reset the Xbox?",2025-10-13 21:16:10,2025-10-13 21:16:20,265
11303,TomClancysRainbowSix,Negative,"@ Rainbow6Game @ Ubisoft Why do I keep getting the dodgy sound problem? Like drones don't make noise, I can't hear enemy steps, enemy fire sounds like it comes from one direction when it comes from another.",2025-10-13 21:16:10,2025-10-13 21:16:20,206
11303,TomClancysRainbowSix,Negative,"@ Rainbow6Game @ Ubisoft Why do I keep getting problems with dogmatic sound. Just as drones don't emit sound, I don't hear enemy steps, enemy fire sounds like it's coming from one direction when it's another.",2025-10-13 21:16:10,2025-10-13 21:16:20,208
11303,TomClancysRainbowSix,Negative,"@Rainbow6Game @Ubisoft why do they keep getting the dodgy sound issue. Like drones which pass sound, I should hear enemy footsteps, enemy shot sounds like it’s coming from one direction when it’s another. The only way to fix it temporarily is to hard reset the radio?",2025-10-13 21:16:10,2025-10-13 21:16:20,267
11303,TomClancysRainbowSix,Negative,"@Rainbow6Game or @Ubisoft why do I finally keep getting the dodgy sound issue. Like drones won just ’ about t make sound, I can ’ t hear only enemy infantry footsteps, enemy gunfire sounds like... it ’ s coming mostly from one direction when it ’ s another. The very only way to fix it temporarily is to really hard reset the Xbox?",2025-10-13 21:16:10,2025-10-13 21:16:20,331
11303,TomClancysRainbowSix,Negative,"@Rainbow6Game @Ubisoft why do I keep getting the dead sound issue. Like drones won’t make sound, I still handle friendly fire, enemy gunfire sounds like is coming from one direction when it’s another. The only way to heal mine temporarily is double hard mute the Xbox?",2025-10-13 21:16:10,2025-10-13 21:16:20,268
11304,TomClancysRainbowSix,Negative,@Rainbow6Game every time I turn my ps of and go back on all my classes are reset every time with no fail. What should I do?,2025-10-13 21:16:10,2025-10-13 21:16:20,123
11304,TomClancysRainbowSix,Negative,"@ Rainbow6Game Every time I turn my ps on and off, all my classes are reset without error. What should I do?",2025-10-13 21:16:10,2025-10-13 21:16:20,108
11304,TomClancysRainbowSix,Negative,"@ Rainbow6Game every time I turn on my ps of and go back to all my classes, reset every time without fail. What should I do?",2025-10-13 21:16:10,2025-10-13 21:16:20,124
11304,TomClancysRainbowSix,Negative,@Rainbow6Game any time I turn my ps of and go back on all my classes they reset every time with no fail. What should C do?,2025-10-13 21:16:10,2025-10-13 21:16:20,122
11304,TomClancysRainbowSix,Negative,@Rainbow6Game and every time I can turn my ps of color and go back on all my classes are reset every first time with no fail. 1 What change should I do?,2025-10-13 21:16:10,2025-10-13 21:16:20,152
11304,TomClancysRainbowSix,Negative,@Rainbow6Game every time I turn my ps 80 and go back down all my tests are reset every time with no fail. What should I know?,2025-10-13 21:16:10,2025-10-13 21:16:20,125
11305,TomClancysRainbowSix,Negative,@Rainbow6Game can you fucks lower the ranked requirement level back to 30 you idiots,2025-10-13 21:16:10,2025-10-13 21:16:20,84
11305,TomClancysRainbowSix,Negative,@ Rainbow6Game you can lower the rank requirement level back to 30 you morons,2025-10-13 21:16:10,2025-10-13 21:16:20,77
11305,TomClancysRainbowSix,Negative,@ Rainbow6Game can you fucks lower the ranked requirements level back to 30 you idiots,2025-10-13 21:16:10,2025-10-13 21:16:20,86
11305,TomClancysRainbowSix,Negative,@Rainbow6Game can you fucks lower the ranked requirement level back towards 30 you idiots,2025-10-13 21:16:10,2025-10-13 21:16:20,89
11305,TomClancysRainbowSix,Negative,@Rainbow6Game can take you fucks lower the ranked requirement one level back to 30 you idiots,2025-10-13 21:16:10,2025-10-13 21:16:20,93
11305,TomClancysRainbowSix,Negative,day can you fucks lower the performance requirement level back to 30 you idiots,2025-10-13 21:16:10,2025-10-13 21:16:20,79
11306,TomClancysRainbowSix,Positive,This man is so wholesome .,2025-10-13 21:16:10,2025-10-13 21:16:20,27
11306,TomClancysRainbowSix,Positive,This man is so healthy.,2025-10-13 21:16:10,2025-10-13 21:16:20,23
11306,TomClancysRainbowSix,Positive,This man is so healthy.,2025-10-13 21:16:10,2025-10-13 21:16:20,23
11306,TomClancysRainbowSix,Positive,This baby is so wholesome.,2025-10-13 21:16:10,2025-10-13 21:16:20,26
11306,TomClancysRainbowSix,Positive,... This man is so wholesome.,2025-10-13 21:16:10,2025-10-13 21:16:20,29
11306,TomClancysRainbowSix,Positive,This man seemed so wholesome.,2025-10-13 21:16:10,2025-10-13 21:16:20,29
11307,TomClancysRainbowSix,Positive,"Are we going to simply pretend here that @Ubisoft and not forget that they are making  . . You’re move Ubisoft, we are waiting!! .  .",2025-10-13 21:16:10,2025-10-13 21:16:20,135
11307,TomClancysRainbowSix,Positive,"Will we just pretend here as if @ Ubisoft and do not forget that they make... They move Ubisoft, we wait!.",2025-10-13 21:16:10,2025-10-13 21:16:20,106
11307,TomClancysRainbowSix,Positive,"Are we just going to pretend to be @ Ubisoft and not forget what they're doing... You're driving Ubisoft, we're waiting!!.",2025-10-13 21:16:10,2025-10-13 21:16:20,122
11307,TomClancysRainbowSix,Positive,"Are we going to really pretend here that @Ubisoft and not forget that they kept making .<unk> You’re move Ubisoft, we are waiting!!. .",2025-10-13 21:16:10,2025-10-13 21:16:20,134
11307,TomClancysRainbowSix,Positive,"... Are we ever going to really simply pretend everything here that then @Ubisoft and not forget that they too are making.. But You ’ re move Ubisoft, we are waiting!!..",2025-10-13 21:16:10,2025-10-13 21:16:20,169
11307,TomClancysRainbowSix,Positive,"Are someone going to simply pretend here that @Ubisoft K what we that they are making.. You’re move Ubisoft, I are waiting!!..",2025-10-13 21:16:10,2025-10-13 21:16:20,126
11308,TomClancysRainbowSix,Negative,"@Rainbow6Game for some reason whenever I’m in a game, I am always just loading and normally get vote kicked. I stopped playing for a while and come back to not even being able to play.",2025-10-13 21:16:10,2025-10-13 21:16:20,184
11308,TomClancysRainbowSix,Negative,"@ Rainbow6Game for some reason when I'm in a game, I always just load up and usually get a vote. I stopped playing for a while and come back not even to be able to play.",2025-10-13 21:16:10,2025-10-13 21:16:20,169
11308,TomClancysRainbowSix,Negative,@ Rainbow6Game for some reason whenever I'm in a game I always just load up and usually get a kick out of it.,2025-10-13 21:16:10,2025-10-13 21:16:20,109
11308,TomClancysRainbowSix,Negative,"@Rainbow6Game for some days whenever I’m in a game, I am always just loading and normally a vote from. I stopped playing for a while and come back to not fucking being able to play.",2025-10-13 21:16:10,2025-10-13 21:16:20,181
11308,TomClancysRainbowSix,Negative,"@Rainbow6Game for some stupid reason whenever I ’ m engaged in a game, I am always just finished loading away and normally get our vote kicked. I stopped playing for just a while and come way back to not physically even being able to play.",2025-10-13 21:16:10,2025-10-13 21:16:20,239
11308,TomClancysRainbowSix,Negative,"is for some reason whenever I’m in a game, I am always just loading and basically get completely kicked. Just stopped playing for a while and come back to not quite being able it play.",2025-10-13 21:16:10,2025-10-13 21:16:20,184
11309,TomClancysRainbowSix,Positive,Admiring the new decorations in the refurbished House @ShortxMeister ;). . (Sound recommended!),2025-10-13 21:16:10,2025-10-13 21:16:20,97
11309,TomClancysRainbowSix,Positive,Admire the new decorations in the renovated house @ ShortxMeister;). (Sound recommended!),2025-10-13 21:16:10,2025-10-13 21:16:20,89
11309,TomClancysRainbowSix,Positive,Admire the new decorations in the converted @ Shxxx House;). (Sound recommended!),2025-10-13 21:16:10,2025-10-13 21:16:20,81
11309,TomClancysRainbowSix,Positive,Admiring the wall decorations in the refurbished House @ShortxMeister ;).. Not recommended!),2025-10-13 21:16:10,2025-10-13 21:16:20,92
11309,TomClancysRainbowSix,Positive,Admiring in the beautiful new decorations in the totally refurbished House is @ShortxMeister ; ).. ( Sound recommended! ),2025-10-13 21:16:10,2025-10-13 21:16:20,121
11309,TomClancysRainbowSix,Positive,Admiring to fine decor in the Lion House @ShortxMeister ;).. (Sound recommended!),2025-10-13 21:16:10,2025-10-13 21:16:20,81
11310,TomClancysRainbowSix,Negative,"@Rainbow6Game I haven’t played in a while and tried to get in a game and got error 6-0x. I uninstalled and redownloded, same issue. Only this game doesn’t work for me...help",2025-10-13 21:16:10,2025-10-13 21:16:20,173
11310,TomClancysRainbowSix,Negative,@ Rainbow6Game I have not played for a while and tried to get into a game and got error 6-0x. I uninstalled and re-downloaded the same problem. Only this game does not work for me... Help,2025-10-13 21:16:10,2025-10-13 21:16:20,187
11310,TomClancysRainbowSix,Negative,"@ Rainbow6Game I haven't played in a while and tried to get in a game and got error 6-0x. I uninstalled and reloaded, the same issue. Only this game doesn't work for me... help",2025-10-13 21:16:10,2025-10-13 21:16:20,176
11310,TomClancysRainbowSix,Negative,"@Rainbow6Game I haven’t played in a while and tried to get onto a game yesterday got error 6-0x. I uninstalled and redownloded, zero issue. Only this game did work for me...help",2025-10-13 21:16:10,2025-10-13 21:16:20,177
11310,TomClancysRainbowSix,Negative,"@Rainbow6Game and I haven ’ t played game in a while and tried to never get in a good game and got error marked 6 - 0x. I uninstalled and instantly redownloded, The same issue. Only in this game doesn ’ ′ t work for just me... help",2025-10-13 21:16:10,2025-10-13 21:16:20,231
11310,TomClancysRainbowSix,Negative,"@Rainbow6Game I haven’t played quite a bit and sorry to get in your game of got screwed 6-0x. I uninstalled and redownloded, 100% issue. Only this game doesn’t speak for me...help",2025-10-13 21:16:10,2025-10-13 21:16:20,179
11311,TomClancysRainbowSix,Neutral,Time to show my love to a good streamer! Head on over to @T_KNOCKOUT_ s channel! Hes doing some,2025-10-13 21:16:10,2025-10-13 21:16:20,97
11311,TomClancysRainbowSix,Neutral,Time to show my love for a good streamer! Visit @ T _ KNOCKOUT _ s channel!,2025-10-13 21:16:10,2025-10-13 21:16:20,75
11311,TomClancysRainbowSix,Neutral,It's time to show your love to a good streettrader! Go to @ T _ KNOCKOUT _ s!,2025-10-13 21:16:10,2025-10-13 21:16:20,77
11311,TomClancysRainbowSix,Neutral,Time to show my love on a good streamer! Head on over @ @T_KNOCKOUT_ s channel! Hes doing some,2025-10-13 21:16:10,2025-10-13 21:16:20,94
11311,TomClancysRainbowSix,Neutral,Okay Time to run show my love up to a good streamer! Head on over to @T_KNOCKOUT_ · s channel! Hey Hes doing some,2025-10-13 21:16:10,2025-10-13 21:16:20,113
11311,TomClancysRainbowSix,Neutral,Time to donate my support to random cool streamer! Head on over to @T_KNOCKOUT_ s channel! Hes doing some,2025-10-13 21:16:10,2025-10-13 21:16:20,105
11312,TomClancysRainbowSix,Negative,Thinks attackers in @Rainbow6Game with defusers should invest in... pic.twitter.com/gleMdBKIih,2025-10-13 21:16:10,2025-10-13 21:16:20,94
11312,TomClancysRainbowSix,Negative,Thinks attackers should invest in @ Rainbow6Game with defusers... pic.twitter.com / gleMdBKIih,2025-10-13 21:16:10,2025-10-13 21:16:20,94
11312,TomClancysRainbowSix,Negative,Theers in @ Rainbow6Game with defusers should invest in... pic.facebook.com / gleMdBKIih,2025-10-13 21:16:10,2025-10-13 21:16:20,88
11312,TomClancysRainbowSix,Negative,Thinks attackers in RhandlerR with defusers should invest in... pic.twitter.com/gleMdBKIih,2025-10-13 21:16:10,2025-10-13 21:16:20,90
11312,TomClancysRainbowSix,Negative,and Thinks attackers in RhandlerR with defusers should invest in... pic.twitter.com/gleMdBKIih,2025-10-13 21:16:10,2025-10-13 21:16:20,94
11312,TomClancysRainbowSix,Negative,for,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11313,TomClancysRainbowSix,Neutral,One of the most infamous  . . youtube.com/watch?v=w5uyLw… .,2025-10-13 21:16:10,2025-10-13 21:16:20,61
11313,TomClancysRainbowSix,Neutral,One of the most notorious.. youtube.com / watch? v = w5uyLw....,2025-10-13 21:16:10,2025-10-13 21:16:20,63
11313,TomClancysRainbowSix,Neutral,One of the most infamous.. youtube.com / watch? v = w5uyLw....,2025-10-13 21:16:10,2025-10-13 21:16:20,62
11313,TomClancysRainbowSix,Neutral,One of her most enjoyable .. youtube.com/watch?v=w5uyLw….,2025-10-13 21:16:10,2025-10-13 21:16:20,57
11313,TomClancysRainbowSix,Neutral,One tenth of the events most likely infamous.. youtube. com / Facebook watch? v = w5uyLw ….,2025-10-13 21:16:10,2025-10-13 21:16:20,91
11313,TomClancysRainbowSix,Neutral,it is the other infamous.. more.com/watch?v=w5uyLw....,2025-10-13 21:16:10,2025-10-13 21:16:20,54
11314,TomClancysRainbowSix,Positive,"I swear Grand Larceny on Siege is so fun, I wish they’d keep it forever 🥺",2025-10-13 21:16:10,2025-10-13 21:16:20,75
11314,TomClancysRainbowSix,Positive,"I swear Grand Larceny on Siege is so much fun, I wish they would keep it forever",2025-10-13 21:16:10,2025-10-13 21:16:20,80
11314,TomClancysRainbowSix,Positive,I sweat so much I want them to keep it forever,2025-10-13 21:16:10,2025-10-13 21:16:20,46
11314,TomClancysRainbowSix,Positive,"I swear Grand Larceny on Siege is too cool, I wish they’d keep it forever 🥺",2025-10-13 21:16:10,2025-10-13 21:16:20,75
11314,TomClancysRainbowSix,Positive,"Why I swear Grand Prince Larceny on Fleet Siege is so fun, I wish they ’ had d keep it forever [UNK]",2025-10-13 21:16:10,2025-10-13 21:16:20,100
11314,TomClancysRainbowSix,Positive,"I swear Grand Larceny on Film is such fun, I prayed they’d keep it forever <unk>",2025-10-13 21:16:10,2025-10-13 21:16:20,80
11315,TomClancysRainbowSix,Positive,nan,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11315,TomClancysRainbowSix,Positive,It is not the first time that the EU Commission has taken such a step.,2025-10-13 21:16:10,2025-10-13 21:16:20,70
11315,TomClancysRainbowSix,Positive,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",2025-10-13 21:16:10,2025-10-13 21:16:20,258
11315,TomClancysRainbowSix,Positive,nan,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11315,TomClancysRainbowSix,Positive,nan,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11315,TomClancysRainbowSix,Positive,nan,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11316,TomClancysRainbowSix,Negative,Great. Just great. Another exploit .,2025-10-13 21:16:10,2025-10-13 21:16:20,39
11316,TomClancysRainbowSix,Negative,Great. Just great.,2025-10-13 21:16:10,2025-10-13 21:16:20,18
11316,TomClancysRainbowSix,Negative,Great. Simply great. Another feat.,2025-10-13 21:16:10,2025-10-13 21:16:20,34
11316,TomClancysRainbowSix,Negative,Great. Just great. Great exploit.,2025-10-13 21:16:10,2025-10-13 21:16:20,33
11316,TomClancysRainbowSix,Negative,Great. Just great. 12 Another exploit.,2025-10-13 21:16:10,2025-10-13 21:16:20,38
11316,TomClancysRainbowSix,Negative,Great. Just Worse. Another exploit.,2025-10-13 21:16:10,2025-10-13 21:16:20,35
11317,TomClancysRainbowSix,Neutral,"No point entering lads, ive already won xoxox",2025-10-13 21:16:10,2025-10-13 21:16:20,45
11317,TomClancysRainbowSix,Neutral,"There's no point sending guys in, we've already won.",2025-10-13 21:16:10,2025-10-13 21:16:20,52
11317,TomClancysRainbowSix,Neutral,"There's no point joining guys, I've already won xoxox",2025-10-13 21:16:10,2025-10-13 21:16:20,53
11317,TomClancysRainbowSix,Neutral,"No point entering now, ive already won xoxox",2025-10-13 21:16:10,2025-10-13 21:16:20,44
11317,TomClancysRainbowSix,Neutral,"No point to entering lads, ive you already won xoxox",2025-10-13 21:16:10,2025-10-13 21:16:20,52
11317,TomClancysRainbowSix,Neutral,"no point entering lads, ive already won those",2025-10-13 21:16:10,2025-10-13 21:16:20,45
11318,TomClancysRainbowSix,Negative,@Rainbow6Game what the shit is this pic.twitter.com/eWkYm14xOt,2025-10-13 21:16:10,2025-10-13 21:16:20,62
11318,TomClancysRainbowSix,Negative,@ Rainbow6Game what a shit this is pic.twitter.com / eWkYm14xOt,2025-10-13 21:16:10,2025-10-13 21:16:20,63
11318,TomClancysRainbowSix,Negative,"@ Rainbow6Game, what shit this is pic.fm / eWkYm14xOt",2025-10-13 21:16:10,2025-10-13 21:16:20,53
11318,TomClancysRainbowSix,Negative,RhandlerR what the shit is this pic.twitter.com/eWkYm14xOt,2025-10-13 21:16:10,2025-10-13 21:16:20,58
11318,TomClancysRainbowSix,Negative,to RhandlerR what the shit is this pic.twitter.com/eWkYm14xOt,2025-10-13 21:16:10,2025-10-13 21:16:20,61
11318,TomClancysRainbowSix,Negative,had,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11319,TomClancysRainbowSix,Neutral,Got a very fun Commission for a KapKan drawing. Love any excuse to draw this boi .,2025-10-13 21:16:10,2025-10-13 21:16:20,85
11319,TomClancysRainbowSix,Neutral,I have a very funny commission for a KapKan drawing. I love any excuse to draw this boi.,2025-10-13 21:16:10,2025-10-13 21:16:20,88
11319,TomClancysRainbowSix,Neutral,I got a very fun commission for Kan's drawing. I love any pretext to draw this fight.,2025-10-13 21:16:10,2025-10-13 21:16:20,85
11319,TomClancysRainbowSix,Neutral,Got a very fun Commission and a KapKan drawing. Love any excuse to draw this boi<unk>,2025-10-13 21:16:10,2025-10-13 21:16:20,85
11319,TomClancysRainbowSix,Neutral,Got a very fun Commission for doing a Good KapKan drawing. Love any excuse you to now draw this boi.,2025-10-13 21:16:10,2025-10-13 21:16:20,100
11319,TomClancysRainbowSix,Neutral,Got a very fun site for creating KapKan drawing. Love any excuse to create this boi.,2025-10-13 21:16:10,2025-10-13 21:16:20,84
11320,TomClancysRainbowSix,Positive,.@TheLovelyBrad @Rainbow6Game with @CallofDuty,2025-10-13 21:16:10,2025-10-13 21:16:20,48
11320,TomClancysRainbowSix,Positive,. @ TheLovelyBrad @ Rainbow6Game with @ CallofDuty,2025-10-13 21:16:10,2025-10-13 21:16:20,50
11320,TomClancysRainbowSix,Positive,@ TheLovelyBrad @ Rainbow6Game with @ CafDuty,2025-10-13 21:16:10,2025-10-13 21:16:20,45
11320,TomClancysRainbowSix,Positive,.@TheLovelyBrad @Rainbow6Game LR @CallofDuty,2025-10-13 21:16:10,2025-10-13 21:16:20,44
11320,TomClancysRainbowSix,Positive,. 33 @TheLovelyBrad @Rainbow6Game with 6 @CallofDuty,2025-10-13 21:16:10,2025-10-13 21:16:20,52
11320,TomClancysRainbowSix,Positive,.@TheLovelyBrad<unk> R @Rainbow6Game,2025-10-13 21:16:10,2025-10-13 21:16:20,36
11321,TomClancysRainbowSix,Negative,"@Rainbow6Game So I just crashed in-game using the vulkan api, and now my game can't launch anymore without crashing.",2025-10-13 21:16:10,2025-10-13 21:16:20,116
11321,TomClancysRainbowSix,Negative,"@ Rainbow6Game So I just crashed in the game with the Volcano API, and now my game can't start anymore without crashing.",2025-10-13 21:16:10,2025-10-13 21:16:20,120
11321,TomClancysRainbowSix,Negative,@ Rainbow6Game So I just crashed the game with a vulgar api and now my game can no longer run without a crash test.,2025-10-13 21:16:10,2025-10-13 21:16:20,115
11321,TomClancysRainbowSix,Negative,"@Rainbow6Game So mine just crashed in-game using the json api, and now my game can't launch anymore without crashing.",2025-10-13 21:16:10,2025-10-13 21:16:20,117
11321,TomClancysRainbowSix,Negative,"@Rainbow6Game... So I just crashed another in - its game using the vulkan api, there and now my game can't launch forward anymore just without crashing.",2025-10-13 21:16:10,2025-10-13 21:16:20,152
11321,TomClancysRainbowSix,Negative,"@Rainbow6Game So I just crashed in-game using the vulkan<unk>, just now whole game didn't launch anymore without crashing.",2025-10-13 21:16:10,2025-10-13 21:16:20,122
11322,TomClancysRainbowSix,Positive,Absolutely loving @Rainbow6Game Shadow Legacy so far there's def not enough operator balancing for my liking in the patch warden/finka/frost/fuze/blitz etc need some love but otherwise 10/10 patch so far,2025-10-13 21:16:10,2025-10-13 21:16:20,203
11322,TomClancysRainbowSix,Positive,Absolutely loving @ Rainbow6Game Shadow Legacy so far there def not enough server balancing for my taste in the patch overseers / finka / frost / fuze / blitz etc. need some love but otherwise 10 / 10 patch so far,2025-10-13 21:16:10,2025-10-13 21:16:20,213
11322,TomClancysRainbowSix,Positive,Absolutely loving @ Rainbow6Game Shadow Legacy still lacks the operator balance to my liking in the patch warden / finka / french / fuze / blitz etc.,2025-10-13 21:16:10,2025-10-13 21:16:20,149
11322,TomClancysRainbowSix,Positive,Absolutely like @Rainbow6Game Shadow Legacy ;) ok there's def not enough operator changes for my liking in the patch warden/finka/frost/fuze/blitz etc need some love but otherwise 10/10 patch so far,2025-10-13 21:16:10,2025-10-13 21:16:20,198
11322,TomClancysRainbowSix,Positive,... Absolutely loving for @Rainbow6Game Shadow Legacy so extremely far there's def not had enough military operator balancing for my liking in the patch warden / tactical finka / weapons frost / fuze / tactical blitz etc need some immediate love but otherwise 10 / 10 patch so far,2025-10-13 21:16:10,2025-10-13 21:16:20,280
11322,TomClancysRainbowSix,Positive,Absolutely loving @Rainbow6Game Shadow Legacy so far since's def so much operator balancing fit my liking in the black warden/finka/frost/fuze/blitz mode need more love but otherwise 10/10 patch so far,2025-10-13 21:16:10,2025-10-13 21:16:20,201
11323,TomClancysRainbowSix,Neutral,Next  . Was an amazing rainbowsixde  . . . Miss all of my  . . .,2025-10-13 21:16:10,2025-10-13 21:16:20,66
11323,TomClancysRainbowSix,Neutral,Next. Was an amazing rainbow six.... Miss all my...,2025-10-13 21:16:10,2025-10-13 21:16:20,51
11323,TomClancysRainbowSix,Neutral,Next. There was an amazing rainbow... Miss all my...,2025-10-13 21:16:10,2025-10-13 21:16:20,52
11323,TomClancysRainbowSix,Neutral,Next . Was some amazing rainbowsixde ... Over all of my ...,2025-10-13 21:16:10,2025-10-13 21:16:20,59
11323,TomClancysRainbowSix,Neutral,Next. Was an amazing video rainbowsixde... Miss was all of... my...,2025-10-13 21:16:10,2025-10-13 21:16:20,67
11323,TomClancysRainbowSix,Neutral,Next. Was that awful rainbowsixde... Miss all of those...,2025-10-13 21:16:10,2025-10-13 21:16:20,57
11324,TomClancysRainbowSix,Negative,"@Rainbow6Game can you please do something about the toxicity on console eg: tk, and vote to kick option.. This is getting very annoying, I don’t even want to play siege solo because you just get tkd and kicked every game.",2025-10-13 21:16:10,2025-10-13 21:16:20,221
11324,TomClancysRainbowSix,Negative,"@ Rainbow6Game can you please do something about the toxicity on the console, for example: tk, and select the kick option.. This will be very annoying, I do not even want to play alone siege because you just get tkd and kicked every game.",2025-10-13 21:16:10,2025-10-13 21:16:20,238
11324,TomClancysRainbowSix,Negative,"@ Rainbow6Game can you please do something about the toxicity on console: tk, and vote to kick option.. This is getting very annoying, I don't even want to play siege solo because you just get tkd and kicked every game.",2025-10-13 21:16:10,2025-10-13 21:16:20,219
11324,TomClancysRainbowSix,Negative,"@Rainbow6Game can you please do something about the toxicity on console eg: tk, dont vote to kick people This is getting super annoying, I don’t even want the play siege solo because you just get destroyed and kicked every game.",2025-10-13 21:16:10,2025-10-13 21:16:20,228
11324,TomClancysRainbowSix,Negative,"Just @Rainbow6Game can you please do something about all the toxicity on console eg : to tk, and to vote to kick option.. This is now getting very annoying, I don ’ t even want to... play siege armor solo because you just get as tkd much and get kicked every game.",2025-10-13 21:16:10,2025-10-13 21:16:20,264
11324,TomClancysRainbowSix,Negative,"@Rainbow6Game can you please do more about the guy is console eg: tk, not also in kick option.. This was getting very annoying, I always even want to play siege solo because you just get tkd and kicked every game.",2025-10-13 21:16:10,2025-10-13 21:16:20,213
11325,TomClancysRainbowSix,Negative,Really @Rainbow6Game  @Rainbow6_UK  . Some gets upset and they ddos the server and WE GET A BAN for it . And a lose like does no one care for console players . Can you actually make something to ban these players or something pic.twitter.com/L3Lyjyhx6d,2025-10-13 21:16:10,2025-10-13 21:16:20,252
11325,TomClancysRainbowSix,Negative,Really @ Rainbow6Game @ Rainbow6 _ UK. Some gets upset and they ddos the server and we get a BAN for it. And a loser like no one cares about console players. Can you actually do anything to ban these players or anything pic.twitter.com / L3Lyjyhx6d,2025-10-13 21:16:10,2025-10-13 21:16:20,248
11325,TomClancysRainbowSix,Negative,Really @ Rainbow6Game @ Rainbow6 _ UK. Some gets unexpected and they ddos the server and GET A BAN for it. And a lose like no one care for console players. Can you actually make something to ban these players or something pic.fact / L3Lyjyhx6d,2025-10-13 21:16:10,2025-10-13 21:16:20,243
11325,TomClancysRainbowSix,Negative,Really RhandlerR  RhandlerR  . Some gets upset and they ddos the server and WE GET A BAN for it . And a lose like does no one care for console players . Can you actually make something to ban these players or something pic.twitter.com/L3Lyjyhx6d,2025-10-13 21:16:10,2025-10-13 21:16:20,245
11325,TomClancysRainbowSix,Negative,3 Really RhandlerR  RhandlerR  . Some gets upset and they ddos the server and WE GET A BAN for it . And a lose like does no one care for console players . Can you actually make something to ban these players or something pic.twitter.com/L3Lyjyhx6d,2025-10-13 21:16:10,2025-10-13 21:16:20,247
11325,TomClancysRainbowSix,Negative,up,2025-10-13 21:16:10,2025-10-13 21:16:20,2
11326,TomClancysRainbowSix,Positive,. .   .,2025-10-13 21:16:10,2025-10-13 21:16:20,10
11326,TomClancysRainbowSix,Positive,nan,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11326,TomClancysRainbowSix,Positive,....,2025-10-13 21:16:10,2025-10-13 21:16:20,4
11326,TomClancysRainbowSix,Positive,..  ?,2025-10-13 21:16:10,2025-10-13 21:16:20,5
11326,TomClancysRainbowSix,Positive,...,2025-10-13 21:16:10,2025-10-13 21:16:20,3
11326,TomClancysRainbowSix,Positive,...,2025-10-13 21:16:10,2025-10-13 21:16:20,3
